[DSB @ 2700000 calls] bc=0 isBypassOn=true| real=2694738 virt=699 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 2800000 calls] bc=0 isBypassOn=true| real=2794738 virt=699 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 2900000 calls] bc=0 isBypassOn=true| real=2894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3000000 calls] bc=0 isBypassOn=true| real=2994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3100000 calls] bc=0 isBypassOn=true| real=3094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3200000 calls] bc=0 isBypassOn=true| real=3194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3300000 calls] bc=0 isBypassOn=true| real=3294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3400000 calls] bc=0 isBypassOn=true| real=3394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3500000 calls] bc=0 isBypassOn=true| real=3494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3600000 calls] bc=0 isBypassOn=true| real=3594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3700000 calls] bc=0 isBypassOn=true| real=3694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3800000 calls] bc=0 isBypassOn=true| real=3794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 3900000 calls] bc=0 isBypassOn=true| real=3894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4000000 calls] bc=0 isBypassOn=true| real=3994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4100000 calls] bc=0 isBypassOn=true| real=4094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4200000 calls] bc=0 isBypassOn=true| real=4194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4300000 calls] bc=0 isBypassOn=true| real=4294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4400000 calls] bc=0 isBypassOn=true| real=4394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4500000 calls] bc=0 isBypassOn=true| real=4494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4600000 calls] bc=0 isBypassOn=true| real=4594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4700000 calls] bc=0 isBypassOn=true| real=4694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4800000 calls] bc=0 isBypassOn=true| real=4794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 4900000 calls] bc=0 isBypassOn=true| real=4894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5000000 calls] bc=0 isBypassOn=true| real=4994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5100000 calls] bc=0 isBypassOn=true| real=5094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5200000 calls] bc=0 isBypassOn=true| real=5194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5300000 calls] bc=0 isBypassOn=true| real=5294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5400000 calls] bc=0 isBypassOn=true| real=5394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5500000 calls] bc=0 isBypassOn=true| real=5494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5600000 calls] bc=0 isBypassOn=true| real=5594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5700000 calls] bc=0 isBypassOn=true| real=5694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5800000 calls] bc=0 isBypassOn=true| real=5794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 5900000 calls] bc=0 isBypassOn=true| real=5894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6000000 calls] bc=0 isBypassOn=true| real=5994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6100000 calls] bc=0 isBypassOn=true| real=6094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6200000 calls] bc=0 isBypassOn=true| real=6194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6300000 calls] bc=0 isBypassOn=true| real=6294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6400000 calls] bc=0 isBypassOn=true| real=6394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6500000 calls] bc=0 isBypassOn=true| real=6494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6600000 calls] bc=0 isBypassOn=true| real=6594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6700000 calls] bc=0 isBypassOn=true| real=6694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6800000 calls] bc=0 isBypassOn=true| real=6794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 6900000 calls] bc=0 isBypassOn=true| real=6894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7000000 calls] bc=0 isBypassOn=true| real=6994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7100000 calls] bc=0 isBypassOn=true| real=7094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7200000 calls] bc=0 isBypassOn=true| real=7194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7300000 calls] bc=0 isBypassOn=true| real=7294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7400000 calls] bc=0 isBypassOn=true| real=7394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7500000 calls] bc=0 isBypassOn=true| real=7494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7600000 calls] bc=0 isBypassOn=true| real=7594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7700000 calls] bc=0 isBypassOn=true| real=7694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7800000 calls] bc=0 isBypassOn=true| real=7794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 7900000 calls] bc=0 isBypassOn=true| real=7894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8000000 calls] bc=0 isBypassOn=true| real=7994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8100000 calls] bc=0 isBypassOn=true| real=8094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8200000 calls] bc=0 isBypassOn=true| real=8194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8300000 calls] bc=0 isBypassOn=true| real=8294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8400000 calls] bc=0 isBypassOn=true| real=8394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8500000 calls] bc=0 isBypassOn=true| real=8494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8600000 calls] bc=0 isBypassOn=true| real=8594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8700000 calls] bc=0 isBypassOn=true| real=8694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8800000 calls] bc=0 isBypassOn=true| real=8794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 8900000 calls] bc=0 isBypassOn=true| real=8894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9000000 calls] bc=0 isBypassOn=true| real=8994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9100000 calls] bc=0 isBypassOn=true| real=9094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9200000 calls] bc=0 isBypassOn=true| real=9194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9300000 calls] bc=0 isBypassOn=true| real=9294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9400000 calls] bc=0 isBypassOn=true| real=9394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9500000 calls] bc=0 isBypassOn=true| real=9494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9600000 calls] bc=0 isBypassOn=true| real=9594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9700000 calls] bc=0 isBypassOn=true| real=9694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9800000 calls] bc=0 isBypassOn=true| real=9794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 9900000 calls] bc=0 isBypassOn=true| real=9894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10000000 calls] bc=0 isBypassOn=true| real=9994737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10100000 calls] bc=0 isBypassOn=true| real=10094737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10200000 calls] bc=0 isBypassOn=true| real=10194737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10300000 calls] bc=0 isBypassOn=true| real=10294737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10400000 calls] bc=0 isBypassOn=true| real=10394737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10500000 calls] bc=0 isBypassOn=true| real=10494737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10600000 calls] bc=0 isBypassOn=true| real=10594737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10700000 calls] bc=0 isBypassOn=true| real=10694737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10800000 calls] bc=0 isBypassOn=true| real=10794737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 10900000 calls] bc=0 isBypassOn=true| real=10894737 virt=700 notrack=4562 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11000000 calls] bc=0 isBypassOn=true| real=10994708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11100000 calls] bc=0 isBypassOn=true| real=11094708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11200000 calls] bc=0 isBypassOn=true| real=11194708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11300000 calls] bc=0 isBypassOn=true| real=11294708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11400000 calls] bc=0 isBypassOn=true| real=11394708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11500000 calls] bc=0 isBypassOn=true| real=11494708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11600000 calls] bc=0 isBypassOn=true| real=11594708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11700000 calls] bc=0 isBypassOn=true| real=11694708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11800000 calls] bc=0 isBypassOn=true| real=11794708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 11900000 calls] bc=0 isBypassOn=true| real=11894708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 12000000 calls] bc=0 isBypassOn=true| real=11994708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
[DSB @ 12100000 calls] bc=0 isBypassOn=true| real=12094708 virt=704 notrack=4587 | touchRes=233(eff=106,ineff=127) resetRes=0(ineff=0,eff=0) | bc++=127 bc--=106 inv=0
Exiting @ tick 26661141962000 because a thread reached the max instruction count
